Label,Sentence,Array
normal,so in new york if you say illegal alien you will be fined <money> <number> it you are attacked or raped by an illegal alien it a crime to call ice hm kinda fucked up to be an american in new york,"threatened,stole,outrageous act,poor treatment,alienate"
normal,egyptians in <number> bc be like omg what am i gonna wear today and then open their closet full of white linen lmfaoo 🤣 🤣 🤣,"threatened,stole,outrageous act,poor treatment,alienate"
normal,<user> both dialogues sound like something black people would say not whites,"false,incorrect,wrong,challenge,persuade,change minds"
normal,ive never understood it everty moslem should have been expelled by <number> <number>,"threatened,stole,outrageous act,poor treatment,alienate"
normal,<user> what does this concern for queer theory in schools have to do with a homophobic account,"threatened,stole,outrageous act,poor treatment,alienate"
normal,my mom and i were in the produce section of the supermarket she points in the general direction and just speaks in mandarin want ching chong i did not know what she said so i just start guessing everything in sight mushrooms pumpkins she went and picked up a pineapple,"punched,raped,starved,torturing,mugging"
normal,<user> dude got <number> million votes and much of the press seems to think they were all white trash nazis trying to bring back segregation it so dumb,"killed,annhilate,destroy"
offensive,and all the muzzies in the world combined,"rat,monkey,nazi,demon,cancer,monster"
normal,if another white person has the caucasity to talk over me again i am trow hands 👊 🏽,"false,incorrect,wrong,challenge,persuade,change minds"
normal,<user> well technically he was referring to a white bitch on go get it so ok,"killed,annhilate,destroy"
normal,i do not think my bf knew what he was getting in a relationship with cause i will shoot his white ass if he keep leaving me on read,"killed,annhilate,destroy"
normal,<user> <user> poor buggers perhaps they should not have raped and beaten children,"punched,raped,starved,torturing,mugging"
normal,<user> remember when ebola was in american news and all white people there got scared when they are not even close to africa,"threatened,stole,outrageous act,poor treatment,alienate"
normal,you are banned remember white boy,"killed,annhilate,destroy"
normal,i know its hard being queer in the lgbt community generally so positive vibes for everyone ☆ ♡ ☆,"punched,raped,starved,torturing,mugging"
normal,i remember when vontaze burfict almost killed that nigga ab on the field wit that hit 🤦 🏾 ‍ ♂️ 😭,"killed,annhilate,destroy"
normal,a greedy man always has his eye on his wife pot — cameroonian african proverbs ☼,"false,incorrect,wrong,challenge,persuade,change minds"
hatespeech,lol at <user> thinks he a dothead kike lol,"rat,monkey,nazi,demon,cancer,monster"
hatespeech,lol at <user> thinks currynigger monkey cow elephant worshipping streetshitters are taking over the world lol currynigger you re just riding the white mans dick thank u come again,"rat,monkey,nazi,demon,cancer,monster"
hatespeech,showa time for this fucking kike,"rat,monkey,nazi,demon,cancer,monster"
hatespeech,<user> ian timings opinions are only those of a nigger cock sucker therefore they are invalid <number> kk,"rat,monkey,nazi,demon,cancer,monster"
normal,you all think dolphins have a form of what up my nigga,"rat,monkey,nazi,demon,cancer,monster"
normal,o this white gurl liked chocolate dick,"punched,raped,starved,torturing,mugging"
normal,<user> <user> why does lindsey tweet he posts something dumb and then gets dragged,"false,incorrect,wrong,challenge,persuade,change minds"
offensive,that what my old man did he was one of those assholes that liked to fight lol knowing how to fight may not save you from a gun or nigger pack attack but it let us you go thru school without worrying about being sum1 bitch,"killed,annhilate,destroy"
normal,<user> do you remember saying that nazi are very fine people i d say your wishes are absolute bullshit,"killed,annhilate,destroy"
offensive,titty job prolly the most foo shit a bitch could do,"punched,raped,starved,torturing,mugging"
hatespeech,<user> called it hours ago and this kike rat would not reply to my calling him out either part time shit tier jidf making some extra shekels lol they are not sending their best yet,"threatened,stole,outrageous act,poor treatment,alienate"
hatespeech,<user> i want to punch trudeau then those muslimes,"punched,raped,starved,torturing,mugging"
hatespeech,christians are commanded to come out and be separate muzzies and christians cannot co exist as muzzies just want to kill everybody all the time so somebody has got to go,"threatened,stole,outrageous act,poor treatment,alienate"
normal,niggas can be whoever they want to be in tweets got to remember that when you are online dating,"punched,raped,starved,torturing,mugging"
normal,so that white powder must have been sodium percarbonate,"killed,annhilate,destroy"
offensive,i will never forget how one of my coworkers looked me dead in my face and asked me do you wash your hair just because my hair is in braids does not mean i do not wash it you small dick white bitch,"killed,annhilate,destroy"
normal,<user> <user> ching chong is literally a xenophobic expression are you dizzy,"threatened,stole,outrageous act,poor treatment,alienate"
hatespeech,average white iq <number> average asian iq <number> average african iq <number> nigger they are of inferior stock as they would say in the old days why you would mix with a spic unless this is some kind of pillaging operation is beyond me,"rat,monkey,nazi,demon,cancer,monster"
normal,<user> agree bully democrat <user> also bully on tv states qoute we do not need queer harassment <user> bullies in high school harassed me everyday with this word would it be the same if i said we do not need about her wtf,"threatened,stole,outrageous act,poor treatment,alienate"
hatespeech,instant mute and creeping my tl total kike behavior,"threatened,stole,outrageous act,poor treatment,alienate"
normal,what a useless bitch <sad>,"killed,annhilate,destroy"
hatespeech,al iaquinta remember this name this ravioli nigglet is winning this belt,"punched,raped,starved,torturing,mugging"
hatespeech,gab fam leaky weiner speak freely if you dont think nigger obama will pardon that crooked old lady you are kidding yourself classifiedinfomatters,"false,incorrect,wrong,challenge,persuade,change minds"
normal,<user> i mean they all look sickening but look at roseanne can you blame me,"rat,monkey,nazi,demon,cancer,monster"
normal,this is god way of testing if i break my no white boy rule or not,"threatened,stole,outrageous act,poor treatment,alienate"
hatespeech,nazi is a kike jew term invented by an inbred schizoid kike rat they were called national socialists <number> gorillion were not gassed but should have been the world would be a much better place,"rat,monkey,nazi,demon,cancer,monster"
